Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target,PercentOfYearsInCurrentRole,YearsSincePromoOverTotalYearsRatio,SalaryHikeToIncome,SatisfactionToJobRoleAvg,SatisfactionToDepartmentAvg,DeptOvertimeRatio,DistanceGroup,AgeGroup,YearsAtCompanyPerformanceInteraction
26.0,9.0,3303.0,4.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,Female,HR,Masters,Married,Manager,Yes,Travel_Rarely,0,0.2222222222222222,0.0,0.0018165304268846503,less,less,0.47465437788018433,Close,Under 30,18.0
23.0,33.0,19496.0,21.0,5.0,21.0,3.0,11.0,2.0,0.0,2.0,Female,Support,Bachelors,Married,Manager,Yes,Travel_Frequently,0,0.3333333333333333,0.06060606060606061,0.001077144029544522,less,less,0.48679678530424797,Moderate,Under 30,99.0
60.0,21.0,9452.0,9.0,5.0,6.0,4.0,12.0,12.0,1.0,1.0,Female,Sales,High School,Single,Technician,Yes,Travel_Rarely,1,0.5714285714285714,0.5714285714285714,0.0006347862886161659,less,less,0.48325892857142855,Close,50+,84.0
42.0,3.0,8118.0,49.0,1.0,20.0,4.0,2.0,2.0,0.0,1.0,Male,Support,Bachelors,Married,Manager,No,Travel_Frequently,0,0.6666666666666666,0.6666666666666666,0.002463661000246366,less,less,0.48679678530424797,Very Far,40-50,12.0
56.0,31.0,10439.0,34.0,3.0,18.0,3.0,28.0,7.0,12.0,3.0,Female,HR,High School,Divorced,Engineer,No,Travel_Rarely,1,0.9032258064516129,0.22580645161290322,0.0017243030941661078,greater,less,0.47465437788018433,Far,50+,93.0
45.0,28.0,13452.0,37.0,2.0,21.0,4.0,5.0,5.0,2.0,2.0,Female,Finance,Bachelors,Married,Clerk,Yes,Travel_Rarely,1,0.17857142857142858,0.17857142857142858,0.0015611061552185548,equal,equal,0.5064177362893816,Far,40-50,112.0
50.0,10.0,16426.0,21.0,3.0,9.0,4.0,2.0,0.0,2.0,1.0,Female,Development,Bachelors,Divorced,Manager,Yes,Non-Travel,1,0.2,0.0,0.0005479118470717156,less,less,0.49280575539568344,Moderate,40-50,40.0
54.0,12.0,2567.0,23.0,5.0,24.0,1.0,8.0,7.0,6.0,2.0,Male,Finance,Masters,Single,Engineer,Yes,Travel_Frequently,1,0.6666666666666666,0.5833333333333334,0.009349435138293729,greater,equal,0.5064177362893816,Moderate,50+,12.0
26.0,3.0,11380.0,24.0,1.0,21.0,4.0,2.0,1.0,2.0,4.0,Female,HR,High School,Single,Technician,No,Travel_Frequently,0,0.6666666666666666,0.3333333333333333,0.0018453427065026362,greater,equal,0.47465437788018433,Moderate,Under 30,12.0
35.0,1.0,3353.0,10.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,Female,HR,Bachelors,Married,Clerk,No,Travel_Rarely,0,0.0,0.0,0.0023859230539815092,equal,less,0.47465437788018433,Close,30-40,1.0
19.0,21.0,16415.0,6.0,5.0,16.0,2.0,6.0,6.0,3.0,1.0,Male,Support,High School,Married,Clerk,No,Travel_Rarely,0,0.2857142857142857,0.2857142857142857,0.0009747182455071581,less,less,0.48679678530424797,Close,Under 30,42.0
60.0,4.0,6965.0,21.0,2.0,12.0,3.0,4.0,4.0,4.0,1.0,Female,Support,Bachelors,Single,Manager,No,Travel_Rarely,0,1.0,1.0,0.001722900215362527,less,less,0.48679678530424797,Moderate,50+,12.0
55.0,8.0,2168.0,37.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,Female,Finance,PhD,Divorced,Manager,Yes,Travel_Frequently,0,0.375,0.125,0.0013837638376383763,equal,greater,0.5064177362893816,Far,50+,16.0
57.0,19.0,13356.0,29.0,3.0,20.0,3.0,2.0,0.0,2.0,3.0,Female,Development,Masters,Single,Clerk,Yes,Travel_Rarely,0,0.10526315789473684,0.0,0.001497454327643007,greater,equal,0.49280575539568344,Far,50+,57.0
60.0,16.0,18762.0,21.0,3.0,7.0,2.0,2.0,2.0,2.0,4.0,Male,Sales,Masters,Married,Engineer,No,Travel_Rarely,1,0.125,0.125,0.00037309455281952884,greater,greater,0.48325892857142855,Moderate,50+,32.0
54.0,11.0,3932.0,22.0,3.0,15.0,3.0,11.0,4.0,5.0,1.0,Male,HR,PhD,Married,Engineer,Yes,Non-Travel,1,1.0,0.36363636363636365,0.0038148524923702952,equal,less,0.47465437788018433,Moderate,50+,33.0
32.0,27.0,16213.0,35.0,3.0,11.0,1.0,18.0,6.0,3.0,1.0,Male,Sales,PhD,Divorced,Executive,Yes,Travel_Frequently,0,0.6666666666666666,0.2222222222222222,0.000678467896132733,equal,less,0.48325892857142855,Far,30-40,27.0
45.0,17.0,2193.0,46.0,3.0,0.0,4.0,15.0,0.0,1.0,3.0,Female,Support,PhD,Single,Engineer,Yes,Travel_Frequently,0,0.8823529411764706,0.0,0.0,greater,equal,0.48679678530424797,Very Far,40-50,68.0
35.0,2.0,12207.0,5.0,5.0,5.0,4.0,2.0,0.0,1.0,4.0,Female,HR,High School,Married,Manager,Yes,Travel_Rarely,0,1.0,0.0,0.00040960104857868437,equal,equal,0.47465437788018433,Close,30-40,8.0
51.0,4.0,6616.0,15.0,4.0,0.0,1.0,3.0,3.0,3.0,1.0,Male,Sales,PhD,Divorced,Executive,Yes,Non-Travel,1,0.75,0.75,0.0,equal,less,0.48325892857142855,Moderate,50+,4.0
39.0,13.0,7014.0,41.0,3.0,7.0,3.0,13.0,0.0,0.0,2.0,Male,Finance,High School,Divorced,Engineer,Yes,Travel_Frequently,0,1.0,0.0,0.000998003992015968,greater,equal,0.5064177362893816,Very Far,30-40,39.0
28.0,25.0,9878.0,47.0,5.0,11.0,1.0,0.0,0.0,0.0,4.0,Female,Support,High School,Divorced,Manager,Yes,Non-Travel,1,0.0,0.0,0.0011135857461024498,equal,greater,0.48679678530424797,Very Far,Under 30,25.0
30.0,18.0,16814.0,19.0,5.0,15.0,3.0,5.0,5.0,5.0,3.0,Female,Development,Bachelors,Single,Executive,Yes,Travel_Frequently,0,0.2777777777777778,0.2777777777777778,0.0008921137147615083,greater,equal,0.49280575539568344,Moderate,Under 30,54.0
21.0,16.0,19684.0,16.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,Male,Sales,High School,Single,Manager,Yes,Travel_Frequently,0,0.0,0.0,0.0,less,greater,0.48325892857142855,Moderate,Under 30,48.0
39.0,38.0,5200.0,40.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,Male,Support,PhD,Single,Clerk,Yes,Non-Travel,0,0.02631578947368421,0.0,0.000576923076923077,greater,equal,0.48679678530424797,Very Far,30-40,114.0
24.0,3.0,5373.0,47.0,1.0,18.0,4.0,1.0,1.0,1.0,1.0,Male,Support,High School,Divorced,Manager,Yes,Non-Travel,0,0.3333333333333333,0.3333333333333333,0.0033500837520938024,less,less,0.48679678530424797,Very Far,Under 30,12.0
41.0,23.0,3383.0,23.0,1.0,7.0,1.0,17.0,9.0,8.0,4.0,Female,Development,Masters,Married,Engineer,No,Travel_Frequently,0,0.7391304347826086,0.391304347826087,0.002069169376293231,greater,greater,0.49280575539568344,Moderate,40-50,23.0
21.0,12.0,17178.0,4.0,5.0,5.0,4.0,7.0,2.0,7.0,1.0,Male,Development,PhD,Divorced,Executive,No,Non-Travel,0,0.5833333333333334,0.16666666666666666,0.00029106997322156245,equal,less,0.49280575539568344,Close,Under 30,48.0
45.0,32.0,9924.0,21.0,3.0,12.0,3.0,2.0,1.0,0.0,2.0,Male,Sales,High School,Single,Engineer,Yes,Travel_Rarely,0,0.0625,0.03125,0.0012091898428053204,greater,equal,0.48325892857142855,Moderate,40-50,96.0
32.0,14.0,13351.0,24.0,3.0,19.0,4.0,0.0,0.0,0.0,3.0,Female,Development,Bachelors,Divorced,Engineer,Yes,Non-Travel,1,0.0,0.0,0.0014231143734551718,greater,equal,0.49280575539568344,Moderate,30-40,56.0
18.0,14.0,6991.0,42.0,1.0,2.0,4.0,4.0,4.0,1.0,3.0,Female,Finance,High School,Divorced,Technician,No,Travel_Frequently,0,0.2857142857142857,0.2857142857142857,0.00028608210556429694,equal,greater,0.5064177362893816,Very Far,Under 30,56.0
20.0,30.0,7202.0,26.0,3.0,14.0,3.0,17.0,13.0,14.0,3.0,Female,Support,High School,Single,Clerk,No,Non-Travel,0,0.5666666666666667,0.43333333333333335,0.0019439044709802832,greater,equal,0.48679678530424797,Far,Under 30,90.0
31.0,27.0,5622.0,42.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,Female,Development,Masters,Divorced,Technician,Yes,Non-Travel,1,0.18518518518518517,0.07407407407407407,0.0008893632159373888,less,less,0.49280575539568344,Very Far,30-40,81.0
55.0,9.0,11087.0,2.0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,Female,Support,PhD,Single,Executive,Yes,Non-Travel,0,0.4444444444444444,0.0,0.00045097862361324074,equal,less,0.48679678530424797,Close,50+,9.0
18.0,6.0,18848.0,40.0,3.0,4.0,4.0,1.0,0.0,0.0,3.0,Male,HR,PhD,Single,Technician,Yes,Travel_Rarely,1,0.16666666666666666,0.0,0.00021222410865874363,equal,less,0.47465437788018433,Very Far,Under 30,24.0
55.0,6.0,10804.0,9.0,4.0,9.0,4.0,5.0,1.0,2.0,1.0,Male,Development,Bachelors,Divorced,Executive,Yes,Travel_Rarely,1,0.8333333333333334,0.16666666666666666,0.0008330248056275454,equal,less,0.49280575539568344,Close,50+,24.0
38.0,4.0,18988.0,2.0,5.0,8.0,3.0,4.0,0.0,1.0,4.0,Female,Support,Bachelors,Divorced,Technician,Yes,Travel_Rarely,0,1.0,0.0,0.0004213187276174426,greater,greater,0.48679678530424797,Close,30-40,12.0
46.0,25.0,2620.0,14.0,2.0,13.0,2.0,1.0,0.0,1.0,3.0,Male,HR,High School,Single,Manager,Yes,Travel_Frequently,0,0.04,0.0,0.004961832061068702,less,less,0.47465437788018433,Moderate,40-50,50.0
22.0,15.0,17335.0,20.0,2.0,21.0,2.0,6.0,3.0,1.0,1.0,Female,Development,High School,Divorced,Clerk,Yes,Travel_Frequently,1,0.4,0.2,0.0012114219786558986,less,less,0.49280575539568344,Moderate,Under 30,30.0
27.0,7.0,4602.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,3.0,Male,Support,Bachelors,Single,Manager,No,Non-Travel,1,0.14285714285714285,0.0,0.000869187309865276,less,equal,0.48679678530424797,Close,Under 30,21.0
45.0,21.0,9098.0,4.0,5.0,6.0,4.0,4.0,1.0,1.0,2.0,Male,Development,PhD,Married,Executive,No,Travel_Frequently,0,0.19047619047619047,0.047619047619047616,0.0006594856012310398,greater,less,0.49280575539568344,Close,40-50,84.0
24.0,39.0,10160.0,14.0,5.0,22.0,2.0,17.0,0.0,7.0,2.0,Female,HR,Bachelors,Divorced,Engineer,No,Travel_Rarely,1,0.4358974358974359,0.0,0.0021653543307086614,greater,less,0.47465437788018433,Moderate,Under 30,78.0
20.0,27.0,17398.0,21.0,3.0,16.0,4.0,9.0,0.0,5.0,3.0,Male,Development,Masters,Married,Technician,No,Non-Travel,0,0.3333333333333333,0.0,0.0009196459363145189,equal,equal,0.49280575539568344,Moderate,Under 30,108.0
62.0,35.0,8681.0,48.0,2.0,8.0,3.0,32.0,10.0,12.0,4.0,Male,HR,PhD,Married,Executive,Yes,Travel_Frequently,0,0.9142857142857143,0.2857142857142857,0.0009215528164957954,greater,equal,0.47465437788018433,Very Far,50+,105.0
64.0,6.0,17903.0,15.0,5.0,21.0,4.0,5.0,4.0,5.0,2.0,Male,Development,PhD,Married,Executive,No,Non-Travel,0,0.8333333333333334,0.6666666666666666,0.0011729877674132828,greater,less,0.49280575539568344,Moderate,50+,24.0
36.0,27.0,4715.0,20.0,5.0,6.0,1.0,17.0,12.0,9.0,1.0,Male,HR,PhD,Single,Executive,Yes,Travel_Frequently,0,0.6296296296296297,0.4444444444444444,0.0012725344644750796,equal,less,0.47465437788018433,Moderate,30-40,27.0
52.0,1.0,6339.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,Female,HR,High School,Married,Technician,No,Travel_Frequently,1,0.0,0.0,0.0,equal,less,0.47465437788018433,Close,50+,2.0
21.0,8.0,10070.0,28.0,1.0,1.0,3.0,7.0,1.0,5.0,1.0,Female,Finance,High School,Single,Manager,Yes,Non-Travel,0,0.875,0.125,9.930486593843098e-05,less,less,0.5064177362893816,Far,Under 30,24.0
22.0,5.0,2449.0,48.0,2.0,9.0,3.0,0.0,0.0,0.0,3.0,Female,HR,PhD,Divorced,Engineer,Yes,Non-Travel,0,0.0,0.0,0.0036749693752552064,greater,less,0.47465437788018433,Very Far,Under 30,15.0
21.0,2.0,3069.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,4.0,Male,Development,Masters,Divorced,Clerk,Yes,Travel_Rarely,1,0.5,0.5,0.002280873248615184,greater,greater,0.49280575539568344,Close,Under 30,4.0
29.0,9.0,6017.0,28.0,3.0,8.0,2.0,8.0,4.0,7.0,2.0,Male,Sales,PhD,Single,Executive,No,Travel_Rarely,0,0.8888888888888888,0.4444444444444444,0.001329566229017783,greater,equal,0.48325892857142855,Far,Under 30,18.0
44.0,36.0,4819.0,34.0,1.0,14.0,3.0,14.0,4.0,0.0,2.0,Female,Support,Bachelors,Married,Executive,Yes,Travel_Frequently,0,0.3888888888888889,0.1111111111111111,0.0029051670471052084,greater,less,0.48679678530424797,Far,40-50,108.0
59.0,22.0,15582.0,14.0,1.0,10.0,4.0,13.0,10.0,13.0,3.0,Male,Support,High School,Single,Executive,No,Travel_Frequently,1,0.5909090909090909,0.45454545454545453,0.0006417661404184315,greater,equal,0.48679678530424797,Moderate,50+,88.0
40.0,32.0,15867.0,9.0,2.0,23.0,4.0,22.0,1.0,10.0,4.0,Female,Support,Masters,Divorced,Manager,No,Travel_Rarely,0,0.6875,0.03125,0.0014495493792147224,equal,greater,0.48679678530424797,Close,30-40,128.0
42.0,8.0,12227.0,23.0,1.0,11.0,3.0,7.0,2.0,5.0,2.0,Male,Support,Masters,Single,Executive,No,Non-Travel,1,0.875,0.25,0.0008996483192933671,greater,less,0.48679678530424797,Moderate,40-50,24.0
38.0,12.0,11382.0,44.0,1.0,21.0,4.0,3.0,0.0,3.0,3.0,Male,Sales,High School,Divorced,Clerk,Yes,Non-Travel,0,0.25,0.0,0.0018450184501845018,greater,greater,0.48325892857142855,Very Far,30-40,48.0
41.0,27.0,19783.0,35.0,3.0,17.0,1.0,19.0,9.0,14.0,2.0,Male,Finance,Masters,Single,Clerk,No,Travel_Rarely,0,0.7037037037037037,0.3333333333333333,0.0008593236617297679,equal,equal,0.5064177362893816,Far,40-50,27.0
42.0,6.0,17947.0,22.0,4.0,1.0,1.0,5.0,5.0,5.0,2.0,Female,HR,PhD,Divorced,Manager,No,Non-Travel,1,0.8333333333333334,0.8333333333333334,5.571961887780688e-05,less,less,0.47465437788018433,Moderate,40-50,6.0
62.0,25.0,13932.0,5.0,2.0,14.0,3.0,6.0,2.0,0.0,1.0,Female,Support,Masters,Single,Executive,No,Travel_Rarely,1,0.24,0.08,0.0010048808498420902,equal,less,0.48679678530424797,Close,50+,75.0
63.0,15.0,12985.0,41.0,4.0,9.0,4.0,1.0,0.0,1.0,2.0,Female,HR,High School,Married,Technician,No,Non-Travel,0,0.06666666666666667,0.0,0.000693107431651906,less,less,0.47465437788018433,Very Far,50+,60.0
22.0,38.0,19107.0,34.0,1.0,21.0,2.0,1.0,1.0,1.0,3.0,Male,Finance,High School,Divorced,Manager,No,Non-Travel,0,0.02631578947368421,0.02631578947368421,0.0010990736379337415,less,greater,0.5064177362893816,Far,Under 30,76.0
53.0,31.0,11633.0,4.0,2.0,16.0,4.0,10.0,3.0,7.0,1.0,Male,HR,Masters,Single,Technician,Yes,Non-Travel,0,0.3225806451612903,0.0967741935483871,0.0013753975758617725,less,less,0.47465437788018433,Close,50+,124.0
63.0,35.0,7273.0,45.0,5.0,13.0,1.0,16.0,6.0,5.0,3.0,Male,Development,High School,Married,Engineer,Yes,Travel_Rarely,0,0.45714285714285713,0.17142857142857143,0.0017874329712635776,greater,equal,0.49280575539568344,Very Far,50+,35.0
59.0,20.0,6820.0,9.0,4.0,6.0,3.0,3.0,1.0,0.0,2.0,Male,Support,Bachelors,Single,Engineer,No,Travel_Rarely,0,0.15,0.05,0.0008797653958944282,greater,less,0.48679678530424797,Close,50+,60.0
56.0,12.0,18470.0,14.0,3.0,14.0,3.0,4.0,1.0,2.0,2.0,Male,Sales,PhD,Single,Executive,Yes,Travel_Rarely,0,0.3333333333333333,0.08333333333333333,0.0007579859231185707,greater,equal,0.48325892857142855,Moderate,50+,36.0
33.0,25.0,8846.0,45.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,Male,HR,High School,Divorced,Executive,No,Non-Travel,1,0.16,0.0,0.00022609088853719196,equal,less,0.47465437788018433,Very Far,30-40,50.0
50.0,8.0,17155.0,5.0,4.0,1.0,1.0,7.0,6.0,1.0,2.0,Female,Finance,PhD,Single,Clerk,No,Travel_Rarely,0,0.875,0.75,5.829204313611192e-05,equal,equal,0.5064177362893816,Close,40-50,8.0
38.0,36.0,6149.0,47.0,4.0,2.0,3.0,20.0,3.0,9.0,3.0,Female,Development,Bachelors,Married,Manager,Yes,Travel_Frequently,1,0.5555555555555556,0.08333333333333333,0.0003252561392096276,less,equal,0.49280575539568344,Very Far,30-40,108.0
26.0,22.0,7161.0,27.0,3.0,1.0,3.0,5.0,2.0,1.0,3.0,Female,Development,Bachelors,Married,Executive,No,Travel_Rarely,0,0.22727272727272727,0.09090909090909091,0.00013964530093562352,greater,equal,0.49280575539568344,Far,Under 30,66.0
62.0,1.0,17029.0,30.0,4.0,12.0,2.0,1.0,1.0,0.0,2.0,Female,Sales,Bachelors,Single,Engineer,No,Travel_Frequently,0,1.0,1.0,0.0007046802513359563,greater,equal,0.48325892857142855,Far,50+,2.0
52.0,27.0,5212.0,37.0,2.0,1.0,2.0,11.0,8.0,3.0,1.0,Male,HR,PhD,Single,Engineer,No,Non-Travel,1,0.4074074074074074,0.2962962962962963,0.0001918649270913277,equal,less,0.47465437788018433,Far,50+,54.0
56.0,35.0,17647.0,39.0,4.0,19.0,1.0,1.0,1.0,1.0,4.0,Male,Support,Masters,Married,Engineer,Yes,Travel_Frequently,0,0.02857142857142857,0.02857142857142857,0.0010766702555675186,greater,greater,0.48679678530424797,Very Far,50+,35.0
58.0,4.0,16929.0,24.0,2.0,18.0,1.0,2.0,0.0,1.0,2.0,Female,Development,PhD,Divorced,Clerk,No,Travel_Frequently,0,0.5,0.0,0.001063264221158958,equal,less,0.49280575539568344,Moderate,50+,4.0
59.0,24.0,10013.0,30.0,5.0,4.0,1.0,4.0,2.0,2.0,4.0,Male,Finance,PhD,Married,Engineer,Yes,Travel_Frequently,1,0.16666666666666666,0.08333333333333333,0.00039948067512234097,greater,greater,0.5064177362893816,Far,50+,24.0
40.0,7.0,11678.0,24.0,2.0,20.0,3.0,0.0,0.0,0.0,4.0,Male,Support,High School,Married,Manager,No,Non-Travel,0,0.0,0.0,0.0017126220243192328,equal,greater,0.48679678530424797,Moderate,30-40,21.0
29.0,38.0,13187.0,29.0,1.0,24.0,3.0,8.0,4.0,2.0,3.0,Female,Development,Masters,Divorced,Executive,No,Travel_Rarely,0,0.21052631578947367,0.10526315789473684,0.0018199742170319254,greater,equal,0.49280575539568344,Far,Under 30,114.0
40.0,31.0,6365.0,42.0,1.0,12.0,3.0,29.0,15.0,3.0,1.0,Female,Support,Bachelors,Single,Manager,No,Travel_Rarely,1,0.9354838709677419,0.4838709677419355,0.0018853102906520032,less,less,0.48679678530424797,Very Far,30-40,93.0
33.0,10.0,18007.0,12.0,4.0,0.0,2.0,5.0,4.0,5.0,3.0,Male,Development,Masters,Single,Technician,No,Travel_Frequently,1,0.5,0.4,0.0,equal,equal,0.49280575539568344,Close,30-40,20.0
20.0,24.0,2546.0,27.0,4.0,8.0,3.0,18.0,2.0,1.0,4.0,Male,Support,Masters,Divorced,Engineer,No,Travel_Frequently,0,0.75,0.08333333333333333,0.003142183817753339,greater,greater,0.48679678530424797,Far,Under 30,72.0
47.0,2.0,5729.0,29.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,Male,Development,PhD,Married,Clerk,No,Travel_Rarely,0,1.0,1.0,0.00017455053237912376,greater,equal,0.49280575539568344,Far,40-50,2.0
39.0,31.0,9350.0,2.0,5.0,2.0,4.0,5.0,1.0,5.0,3.0,Female,HR,PhD,Married,Executive,Yes,Travel_Rarely,0,0.16129032258064516,0.03225806451612903,0.000213903743315508,greater,less,0.47465437788018433,Close,30-40,124.0
26.0,34.0,15389.0,29.0,1.0,11.0,2.0,18.0,5.0,16.0,1.0,Female,Support,High School,Single,Engineer,Yes,Non-Travel,0,0.5294117647058824,0.14705882352941177,0.0007147962830593281,equal,less,0.48679678530424797,Far,Under 30,68.0
46.0,31.0,16643.0,40.0,1.0,4.0,4.0,8.0,3.0,8.0,4.0,Female,Finance,PhD,Divorced,Manager,No,Travel_Rarely,1,0.25806451612903225,0.0967741935483871,0.0002403412846241663,equal,greater,0.5064177362893816,Very Far,40-50,124.0
64.0,33.0,17687.0,9.0,4.0,11.0,2.0,24.0,3.0,9.0,3.0,Male,HR,High School,Married,Engineer,No,Non-Travel,0,0.7272727272727273,0.09090909090909091,0.0006219257081472268,greater,less,0.47465437788018433,Close,50+,66.0
54.0,36.0,3968.0,44.0,4.0,3.0,3.0,14.0,1.0,2.0,3.0,Male,Finance,High School,Married,Executive,No,Travel_Frequently,0,0.3888888888888889,0.027777777777777776,0.0007560483870967742,greater,greater,0.5064177362893816,Very Far,50+,108.0
40.0,4.0,6516.0,28.0,3.0,20.0,3.0,2.0,0.0,1.0,2.0,Female,Development,Bachelors,Married,Clerk,No,Non-Travel,1,0.5,0.0,0.003069367710251688,equal,less,0.49280575539568344,Far,30-40,12.0
30.0,27.0,3259.0,37.0,4.0,20.0,3.0,11.0,11.0,6.0,2.0,Male,Finance,Bachelors,Married,Clerk,No,Travel_Frequently,1,0.4074074074074074,0.4074074074074074,0.00613685179502915,equal,equal,0.5064177362893816,Far,Under 30,81.0
49.0,27.0,16145.0,23.0,4.0,11.0,3.0,27.0,3.0,5.0,4.0,Female,HR,Masters,Single,Clerk,No,Non-Travel,0,1.0,0.1111111111111111,0.0006813254877671105,greater,equal,0.47465437788018433,Moderate,40-50,81.0
63.0,7.0,4509.0,13.0,3.0,4.0,2.0,4.0,4.0,0.0,3.0,Male,Support,Bachelors,Married,Executive,Yes,Non-Travel,0,0.5714285714285714,0.5714285714285714,0.0008871146595697493,greater,equal,0.48679678530424797,Close,50+,14.0
64.0,26.0,14200.0,5.0,4.0,13.0,2.0,15.0,1.0,5.0,4.0,Female,Sales,High School,Married,Engineer,Yes,Non-Travel,0,0.5769230769230769,0.038461538461538464,0.0009154929577464789,greater,greater,0.48325892857142855,Close,50+,52.0
40.0,15.0,14264.0,32.0,4.0,13.0,1.0,2.0,1.0,2.0,1.0,Male,Finance,PhD,Divorced,Executive,No,Travel_Frequently,0,0.13333333333333333,0.06666666666666667,0.0009113853056646102,equal,less,0.5064177362893816,Far,30-40,15.0
62.0,17.0,19946.0,28.0,4.0,9.0,2.0,9.0,9.0,7.0,4.0,Male,Sales,Bachelors,Divorced,Executive,No,Travel_Frequently,1,0.5294117647058824,0.5294117647058824,0.0004512182893813296,greater,greater,0.48325892857142855,Far,50+,34.0
38.0,7.0,13622.0,32.0,2.0,17.0,1.0,3.0,0.0,2.0,1.0,Female,Support,Bachelors,Single,Clerk,Yes,Non-Travel,0,0.42857142857142855,0.0,0.0012479812068712378,less,less,0.48679678530424797,Far,30-40,7.0
19.0,20.0,18588.0,21.0,1.0,16.0,4.0,16.0,13.0,4.0,4.0,Female,Development,High School,Single,Manager,Yes,Travel_Frequently,1,0.8,0.65,0.0008607703894986013,equal,greater,0.49280575539568344,Moderate,Under 30,80.0
23.0,23.0,19125.0,37.0,2.0,10.0,4.0,14.0,6.0,9.0,1.0,Male,HR,Masters,Divorced,Engineer,Yes,Travel_Rarely,0,0.6086956521739131,0.2608695652173913,0.0005228758169934641,equal,less,0.47465437788018433,Far,Under 30,92.0
61.0,36.0,13080.0,36.0,1.0,14.0,3.0,13.0,12.0,0.0,3.0,Female,HR,PhD,Married,Manager,No,Travel_Rarely,1,0.3611111111111111,0.3333333333333333,0.0010703363914373089,less,less,0.47465437788018433,Far,50+,108.0
35.0,25.0,9049.0,28.0,3.0,23.0,3.0,12.0,1.0,5.0,2.0,Female,Development,Masters,Married,Technician,No,Non-Travel,1,0.48,0.04,0.002541717316830589,less,less,0.49280575539568344,Far,30-40,75.0
47.0,13.0,17516.0,32.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,Female,Sales,Masters,Married,Executive,No,Travel_Frequently,0,0.0,0.0,0.0010276318794245262,equal,less,0.48325892857142855,Far,40-50,52.0
47.0,2.0,19489.0,10.0,1.0,22.0,2.0,2.0,2.0,2.0,1.0,Female,Development,Bachelors,Single,Manager,No,Travel_Rarely,1,1.0,1.0,0.001128841910821489,less,less,0.49280575539568344,Close,40-50,4.0
34.0,6.0,18027.0,29.0,2.0,23.0,2.0,3.0,3.0,0.0,1.0,Female,Development,High School,Divorced,Engineer,No,Non-Travel,0,0.5,0.5,0.00127586398180507,equal,less,0.49280575539568344,Far,30-40,12.0
49.0,10.0,12015.0,35.0,4.0,21.0,2.0,1.0,0.0,0.0,3.0,Male,HR,PhD,Single,Executive,No,Non-Travel,0,0.1,0.0,0.0017478152309612985,greater,less,0.47465437788018433,Far,40-50,20.0
59.0,31.0,6197.0,42.0,5.0,21.0,1.0,16.0,8.0,9.0,2.0,Female,Support,High School,Married,Clerk,No,Travel_Rarely,0,0.5161290322580645,0.25806451612903225,0.0033887364853961593,equal,less,0.48679678530424797,Very Far,50+,31.0
31.0,11.0,17095.0,45.0,3.0,18.0,3.0,10.0,6.0,2.0,2.0,Male,HR,Masters,Single,Manager,No,Travel_Frequently,0,0.9090909090909091,0.5454545454545454,0.001052939455981281,less,less,0.47465437788018433,Very Far,30-40,33.0
27.0,14.0,17053.0,24.0,5.0,24.0,4.0,0.0,0.0,0.0,3.0,Female,Development,PhD,Divorced,Executive,Yes,Travel_Frequently,1,0.0,0.0,0.0014073770011141734,greater,equal,0.49280575539568344,Moderate,Under 30,56.0
53.0,23.0,13703.0,3.0,3.0,12.0,1.0,6.0,5.0,0.0,3.0,Female,Finance,PhD,Single,Executive,No,Non-Travel,0,0.2608695652173913,0.21739130434782608,0.0008757206451142086,greater,greater,0.5064177362893816,Close,50+,23.0
26.0,17.0,8306.0,45.0,1.0,21.0,3.0,16.0,12.0,1.0,3.0,Female,Development,Bachelors,Divorced,Engineer,No,Travel_Frequently,0,0.9411764705882353,0.7058823529411765,0.002528292800385264,greater,equal,0.49280575539568344,Very Far,Under 30,51.0
59.0,6.0,14573.0,14.0,1.0,14.0,2.0,0.0,0.0,0.0,3.0,Female,Development,Masters,Divorced,Engineer,No,Travel_Frequently,0,0.0,0.0,0.0009606807109037261,greater,equal,0.49280575539568344,Moderate,50+,12.0
45.0,1.0,19248.0,4.0,5.0,16.0,4.0,1.0,0.0,0.0,2.0,Male,Sales,Masters,Single,Engineer,No,Travel_Frequently,1,1.0,0.0,0.0008312551953449709,greater,equal,0.48325892857142855,Close,40-50,4.0
