Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target
50.0,3.0,13963.0,36.0,4.0,9.0,2.0,0.0,0.0,0.0,4.0,Male,Finance,Masters,Single,Clerk,Yes,Travel_Frequently,1
41.0,19.0,11304.0,39.0,2.0,21.0,4.0,1.0,0.0,0.0,1.0,Female,HR,PhD,Divorced,Engineer,No,Travel_Frequently,1
56.0,10.0,6808.0,14.0,4.0,20.0,3.0,10.0,5.0,1.0,4.0,Male,Development,PhD,Married,Technician,No,Travel_Rarely,0
51.0,21.0,10833.0,7.0,2.0,5.0,2.0,18.0,5.0,2.0,3.0,Female,Finance,High School,Married,Executive,Yes,Travel_Frequently,1
45.0,7.0,8733.0,20.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,Female,HR,Masters,Married,Technician,Yes,Travel_Rarely,0
54.0,27.0,12429.0,32.0,1.0,10.0,3.0,0.0,0.0,0.0,1.0,Female,Sales,Masters,Married,Executive,No,Non-Travel,0
24.0,29.0,6907.0,46.0,3.0,15.0,1.0,3.0,2.0,3.0,1.0,Female,HR,High School,Married,Manager,Yes,Travel_Rarely,0
21.0,32.0,13678.0,31.0,4.0,23.0,4.0,0.0,0.0,0.0,1.0,Female,Development,Bachelors,Single,Engineer,Yes,Non-Travel,0
54.0,32.0,5225.0,22.0,2.0,19.0,3.0,14.0,8.0,3.0,4.0,Male,Finance,High School,Single,Clerk,No,Travel_Frequently,0
18.0,35.0,3014.0,5.0,4.0,6.0,2.0,10.0,1.0,4.0,1.0,Male,Finance,High School,Single,Clerk,Yes,Travel_Rarely,1
18.0,26.0,8768.0,31.0,1.0,23.0,2.0,24.0,13.0,3.0,3.0,Female,Finance,High School,Single,Engineer,Yes,Non-Travel,1
64.0,19.0,7458.0,15.0,5.0,2.0,4.0,1.0,0.0,1.0,3.0,Female,Development,Masters,Married,Manager,Yes,Non-Travel,0
37.0,32.0,4021.0,44.0,5.0,13.0,1.0,5.0,1.0,2.0,4.0,Female,Sales,High School,Married,Manager,Yes,Travel_Rarely,0
36.0,24.0,13128.0,17.0,5.0,3.0,4.0,20.0,17.0,4.0,2.0,Male,Finance,High School,Divorced,Technician,Yes,Travel_Rarely,1
46.0,18.0,5106.0,37.0,4.0,8.0,1.0,10.0,3.0,5.0,2.0,Male,Sales,High School,Divorced,Manager,No,Non-Travel,0
27.0,20.0,10975.0,19.0,5.0,14.0,1.0,14.0,10.0,5.0,4.0,Female,HR,PhD,Single,Technician,Yes,Non-Travel,0
35.0,32.0,10862.0,10.0,2.0,11.0,4.0,0.0,0.0,0.0,2.0,Male,Sales,Bachelors,Married,Executive,Yes,Travel_Frequently,0
45.0,2.0,12961.0,44.0,1.0,24.0,4.0,2.0,0.0,2.0,2.0,Female,Sales,Bachelors,Divorced,Engineer,No,Non-Travel,0
52.0,13.0,12765.0,34.0,3.0,15.0,4.0,11.0,4.0,6.0,1.0,Female,Finance,Bachelors,Divorced,Executive,Yes,Travel_Rarely,0
60.0,14.0,4584.0,49.0,2.0,22.0,3.0,7.0,6.0,5.0,4.0,Female,Support,Bachelors,Divorced,Executive,No,Non-Travel,0
64.0,32.0,6942.0,25.0,1.0,18.0,3.0,22.0,8.0,13.0,4.0,Male,Support,Masters,Divorced,Executive,No,Non-Travel,1
48.0,21.0,3277.0,37.0,3.0,13.0,4.0,2.0,1.0,2.0,2.0,Female,Development,Masters,Single,Executive,Yes,Travel_Rarely,0
28.0,30.0,9370.0,15.0,3.0,22.0,3.0,10.0,3.0,6.0,4.0,Female,Support,Masters,Single,Manager,No,Non-Travel,0
55.0,34.0,13364.0,20.0,4.0,5.0,1.0,6.0,4.0,2.0,3.0,Male,HR,Bachelors,Divorced,Engineer,Yes,Travel_Rarely,1
41.0,19.0,15672.0,13.0,4.0,21.0,2.0,9.0,7.0,0.0,4.0,Male,Finance,PhD,Divorced,Engineer,No,Travel_Rarely,0
25.0,31.0,10369.0,20.0,5.0,10.0,2.0,10.0,1.0,3.0,1.0,Male,Finance,High School,Married,Executive,Yes,Travel_Rarely,1
51.0,11.0,10467.0,43.0,5.0,3.0,3.0,2.0,1.0,0.0,2.0,Female,HR,High School,Married,Engineer,Yes,Travel_Rarely,1
29.0,15.0,15953.0,31.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,Male,HR,Bachelors,Single,Technician,No,Travel_Frequently,0
55.0,7.0,13551.0,18.0,2.0,8.0,4.0,5.0,4.0,4.0,4.0,Female,Support,Bachelors,Married,Engineer,No,Travel_Rarely,1
18.0,13.0,17884.0,41.0,4.0,22.0,1.0,10.0,4.0,7.0,2.0,Male,Development,Bachelors,Single,Executive,No,Non-Travel,1
48.0,17.0,11616.0,48.0,1.0,23.0,1.0,3.0,3.0,2.0,4.0,Female,HR,Masters,Single,Engineer,No,Travel_Frequently,1
21.0,29.0,17829.0,28.0,2.0,1.0,2.0,20.0,1.0,13.0,4.0,Male,Development,High School,Divorced,Manager,No,Travel_Rarely,0
62.0,32.0,9897.0,47.0,1.0,19.0,4.0,31.0,0.0,28.0,1.0,Female,Sales,Bachelors,Single,Executive,No,Non-Travel,0
22.0,33.0,4469.0,4.0,4.0,2.0,2.0,29.0,5.0,16.0,1.0,Male,Finance,PhD,Divorced,Clerk,No,Travel_Frequently,1
47.0,33.0,16836.0,24.0,2.0,5.0,3.0,16.0,3.0,13.0,3.0,Male,Support,High School,Single,Manager,No,Non-Travel,0
41.0,6.0,9051.0,44.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,Male,Finance,High School,Single,Engineer,No,Travel_Frequently,0
20.0,5.0,12564.0,45.0,1.0,22.0,1.0,5.0,0.0,1.0,4.0,Female,Support,Masters,Married,Clerk,No,Travel_Rarely,0
28.0,5.0,11782.0,9.0,2.0,7.0,4.0,5.0,4.0,1.0,2.0,Male,Sales,High School,Married,Manager,Yes,Non-Travel,0
62.0,21.0,18003.0,47.0,5.0,19.0,4.0,4.0,0.0,0.0,1.0,Male,Finance,Bachelors,Divorced,Technician,Yes,Travel_Rarely,0
21.0,7.0,4545.0,32.0,3.0,23.0,4.0,0.0,0.0,0.0,2.0,Male,Sales,Bachelors,Married,Manager,No,Travel_Frequently,1
43.0,36.0,9665.0,32.0,5.0,7.0,2.0,14.0,7.0,2.0,3.0,Male,Support,PhD,Single,Clerk,Yes,Travel_Rarely,0
44.0,14.0,5907.0,39.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,Female,HR,High School,Divorced,Technician,No,Travel_Rarely,0
63.0,25.0,5731.0,21.0,1.0,16.0,2.0,24.0,8.0,1.0,4.0,Male,Finance,High School,Divorced,Engineer,Yes,Non-Travel,0
60.0,38.0,17283.0,44.0,2.0,10.0,3.0,30.0,6.0,29.0,4.0,Female,Sales,Masters,Divorced,Executive,Yes,Travel_Rarely,0
44.0,2.0,9685.0,42.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,Female,Finance,Bachelors,Single,Engineer,Yes,Travel_Rarely,0
59.0,9.0,10273.0,39.0,2.0,11.0,3.0,4.0,3.0,0.0,4.0,Female,Finance,PhD,Married,Executive,Yes,Travel_Rarely,1
23.0,2.0,13898.0,46.0,5.0,13.0,2.0,1.0,0.0,0.0,1.0,Female,Finance,Bachelors,Divorced,Executive,Yes,Travel_Frequently,1
32.0,29.0,15478.0,27.0,3.0,0.0,3.0,18.0,6.0,16.0,3.0,Male,Development,High School,Single,Clerk,No,Non-Travel,0
47.0,21.0,13368.0,47.0,2.0,11.0,1.0,8.0,7.0,8.0,4.0,Female,Sales,High School,Married,Technician,Yes,Non-Travel,1
59.0,2.0,12017.0,36.0,3.0,17.0,1.0,2.0,1.0,1.0,2.0,Female,Sales,PhD,Married,Technician,Yes,Travel_Rarely,0
54.0,32.0,15621.0,19.0,5.0,3.0,1.0,11.0,9.0,4.0,1.0,Female,HR,PhD,Single,Engineer,Yes,Travel_Frequently,0
59.0,18.0,10273.0,29.0,2.0,24.0,4.0,11.0,3.0,10.0,2.0,Male,Finance,PhD,Married,Clerk,Yes,Travel_Frequently,0
54.0,35.0,18477.0,19.0,4.0,22.0,3.0,35.0,30.0,9.0,2.0,Male,Development,Bachelors,Single,Engineer,Yes,Travel_Rarely,0
52.0,33.0,15632.0,5.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,Female,Support,PhD,Married,Manager,Yes,Travel_Rarely,0
40.0,30.0,2342.0,22.0,3.0,16.0,1.0,30.0,28.0,18.0,1.0,Female,Development,High School,Divorced,Manager,Yes,Travel_Frequently,0
23.0,23.0,8940.0,35.0,2.0,12.0,3.0,22.0,22.0,19.0,3.0,Female,HR,Masters,Divorced,Clerk,Yes,Travel_Frequently,1
21.0,11.0,19007.0,10.0,1.0,16.0,4.0,2.0,2.0,1.0,2.0,Male,Finance,Masters,Married,Manager,Yes,Travel_Frequently,0
35.0,12.0,2867.0,15.0,5.0,16.0,3.0,4.0,4.0,1.0,4.0,Male,Sales,High School,Single,Clerk,No,Travel_Rarely,1
26.0,15.0,12668.0,2.0,3.0,18.0,3.0,13.0,10.0,3.0,2.0,Male,Finance,Masters,Married,Manager,No,Travel_Frequently,0
46.0,15.0,2170.0,42.0,5.0,4.0,1.0,14.0,0.0,12.0,2.0,Male,HR,Masters,Single,Technician,No,Travel_Rarely,0
30.0,19.0,10769.0,22.0,3.0,7.0,3.0,7.0,6.0,0.0,3.0,Male,Sales,PhD,Married,Clerk,Yes,Travel_Frequently,0
64.0,26.0,10259.0,48.0,2.0,23.0,2.0,24.0,17.0,18.0,3.0,Female,Development,Masters,Divorced,Technician,Yes,Travel_Frequently,1
34.0,38.0,3515.0,35.0,3.0,1.0,1.0,30.0,26.0,20.0,2.0,Male,Support,Masters,Single,Technician,No,Non-Travel,0
62.0,12.0,10192.0,39.0,3.0,24.0,4.0,4.0,3.0,1.0,3.0,Male,Support,Masters,Divorced,Clerk,No,Travel_Frequently,0
49.0,3.0,4198.0,19.0,1.0,8.0,2.0,3.0,2.0,2.0,1.0,Female,Finance,Bachelors,Single,Engineer,No,Travel_Rarely,0
39.0,31.0,19285.0,47.0,3.0,6.0,1.0,27.0,26.0,26.0,3.0,Male,Development,High School,Married,Executive,Yes,Travel_Frequently,1
21.0,39.0,16593.0,12.0,4.0,15.0,3.0,27.0,19.0,5.0,3.0,Male,HR,PhD,Divorced,Manager,No,Non-Travel,0
22.0,33.0,15037.0,34.0,3.0,11.0,4.0,26.0,4.0,1.0,4.0,Male,Support,Masters,Divorced,Manager,Yes,Travel_Frequently,1
54.0,38.0,9755.0,45.0,3.0,20.0,3.0,13.0,9.0,6.0,4.0,Female,Development,High School,Single,Engineer,No,Travel_Frequently,0
58.0,16.0,10986.0,20.0,2.0,4.0,3.0,14.0,8.0,14.0,4.0,Male,Finance,Masters,Single,Executive,No,Travel_Frequently,0
30.0,23.0,4066.0,7.0,3.0,23.0,4.0,4.0,1.0,2.0,1.0,Female,Sales,Bachelors,Single,Engineer,Yes,Travel_Rarely,1
51.0,28.0,12011.0,24.0,1.0,23.0,4.0,26.0,7.0,2.0,3.0,Female,Finance,Bachelors,Divorced,Executive,Yes,Travel_Frequently,0
62.0,27.0,5907.0,3.0,2.0,20.0,1.0,9.0,1.0,7.0,3.0,Male,Finance,Masters,Married,Clerk,Yes,Travel_Frequently,0
39.0,21.0,17600.0,6.0,5.0,21.0,1.0,19.0,11.0,8.0,4.0,Male,Development,Masters,Single,Clerk,Yes,Travel_Frequently,1
40.0,27.0,12246.0,33.0,4.0,5.0,3.0,16.0,0.0,4.0,1.0,Male,Support,Masters,Married,Technician,Yes,Non-Travel,0
20.0,24.0,4596.0,34.0,4.0,21.0,1.0,17.0,12.0,2.0,3.0,Male,Development,Bachelors,Single,Technician,Yes,Travel_Rarely,0
59.0,2.0,14658.0,33.0,5.0,20.0,2.0,1.0,1.0,0.0,3.0,Female,Sales,Bachelors,Married,Clerk,No,Travel_Rarely,0
51.0,12.0,11330.0,29.0,3.0,24.0,4.0,12.0,10.0,3.0,3.0,Male,Development,High School,Single,Technician,Yes,Non-Travel,0
49.0,30.0,4621.0,23.0,1.0,16.0,3.0,21.0,15.0,14.0,3.0,Female,HR,PhD,Married,Clerk,Yes,Travel_Rarely,1
62.0,12.0,12920.0,4.0,1.0,14.0,2.0,6.0,6.0,2.0,1.0,Female,Finance,PhD,Divorced,Engineer,Yes,Non-Travel,0
38.0,17.0,11357.0,5.0,1.0,9.0,2.0,16.0,6.0,4.0,4.0,Female,Support,Bachelors,Single,Manager,No,Travel_Frequently,0
63.0,36.0,15749.0,34.0,1.0,2.0,4.0,15.0,15.0,9.0,4.0,Female,Sales,PhD,Single,Clerk,No,Travel_Rarely,0
61.0,33.0,5841.0,16.0,3.0,6.0,1.0,12.0,0.0,2.0,1.0,Female,Finance,Masters,Divorced,Clerk,Yes,Travel_Frequently,0
38.0,16.0,16423.0,40.0,5.0,24.0,2.0,14.0,12.0,12.0,3.0,Male,Development,High School,Single,Clerk,Yes,Travel_Frequently,1
61.0,20.0,6558.0,47.0,5.0,1.0,3.0,1.0,0.0,0.0,3.0,Female,HR,Bachelors,Single,Technician,Yes,Travel_Rarely,1
28.0,35.0,14768.0,43.0,4.0,12.0,2.0,19.0,13.0,0.0,1.0,Female,Development,Bachelors,Divorced,Technician,Yes,Travel_Frequently,0
56.0,39.0,6339.0,42.0,5.0,13.0,4.0,7.0,7.0,6.0,1.0,Male,Finance,PhD,Divorced,Technician,Yes,Travel_Frequently,0
21.0,18.0,2238.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,Male,Sales,Masters,Married,Technician,Yes,Non-Travel,1
18.0,11.0,19604.0,43.0,3.0,7.0,1.0,11.0,8.0,0.0,1.0,Female,Support,High School,Divorced,Engineer,No,Travel_Rarely,0
45.0,27.0,19152.0,49.0,2.0,4.0,3.0,10.0,6.0,4.0,3.0,Female,Finance,PhD,Divorced,Clerk,Yes,Travel_Frequently,0
41.0,10.0,9388.0,42.0,2.0,11.0,3.0,8.0,3.0,5.0,1.0,Male,Sales,Bachelors,Single,Engineer,Yes,Non-Travel,0
52.0,36.0,12426.0,49.0,1.0,23.0,3.0,27.0,19.0,1.0,4.0,Female,Finance,Bachelors,Divorced,Technician,Yes,Travel_Rarely,0
30.0,27.0,9617.0,14.0,4.0,11.0,3.0,24.0,24.0,13.0,3.0,Male,HR,PhD,Single,Engineer,Yes,Travel_Frequently,1
64.0,34.0,10082.0,33.0,2.0,10.0,3.0,16.0,7.0,12.0,1.0,Male,Development,Masters,Divorced,Clerk,No,Travel_Frequently,1
51.0,14.0,9579.0,28.0,1.0,1.0,2.0,4.0,0.0,3.0,1.0,Female,Support,High School,Divorced,Clerk,Yes,Travel_Frequently,0
28.0,15.0,15922.0,41.0,3.0,23.0,2.0,8.0,1.0,1.0,1.0,Male,Sales,High School,Married,Technician,No,Travel_Frequently,0
53.0,6.0,8456.0,15.0,2.0,21.0,4.0,6.0,5.0,4.0,3.0,Female,Support,High School,Divorced,Clerk,Yes,Travel_Frequently,0
34.0,2.0,4439.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,Female,Support,High School,Divorced,Engineer,Yes,Travel_Rarely,0
52.0,30.0,12019.0,20.0,2.0,12.0,2.0,21.0,18.0,12.0,1.0,Female,Support,Masters,Single,Executive,Yes,Travel_Rarely,0
35.0,11.0,12065.0,25.0,3.0,17.0,3.0,10.0,1.0,8.0,4.0,Male,Sales,Bachelors,Single,Clerk,No,Non-Travel,0
57.0,7.0,17235.0,35.0,5.0,22.0,4.0,4.0,4.0,2.0,2.0,Female,Sales,Bachelors,Married,Engineer,No,Non-Travel,0
39.0,24.0,14499.0,39.0,5.0,16.0,3.0,3.0,2.0,1.0,4.0,Male,Support,High School,Divorced,Engineer,Yes,Non-Travel,0
41.0,34.0,10391.0,22.0,3.0,5.0,1.0,17.0,3.0,12.0,2.0,Female,Development,High School,Single,Engineer,Yes,Travel_Rarely,0
36.0,11.0,10369.0,35.0,3.0,18.0,3.0,9.0,8.0,9.0,4.0,Female,Finance,High School,Divorced,Clerk,Yes,Travel_Rarely,0
54.0,20.0,7542.0,47.0,5.0,21.0,4.0,19.0,18.0,0.0,1.0,Male,Support,PhD,Married,Executive,Yes,Travel_Rarely,1
56.0,25.0,11122.0,28.0,3.0,16.0,4.0,4.0,0.0,2.0,1.0,Female,HR,PhD,Single,Technician,Yes,Travel_Frequently,0
38.0,1.0,13928.0,10.0,3.0,16.0,4.0,1.0,1.0,0.0,3.0,Female,Support,Bachelors,Single,Technician,Yes,Travel_Rarely,0
25.0,13.0,4036.0,16.0,3.0,17.0,1.0,1.0,1.0,0.0,3.0,Male,Sales,Bachelors,Married,Clerk,Yes,Travel_Rarely,0
45.0,3.0,11677.0,49.0,5.0,14.0,2.0,0.0,0.0,0.0,4.0,Male,Finance,High School,Divorced,Clerk,No,Travel_Frequently,0
22.0,16.0,7550.0,23.0,5.0,22.0,2.0,8.0,6.0,4.0,4.0,Male,HR,PhD,Single,Manager,No,Non-Travel,0
34.0,4.0,6263.0,19.0,2.0,19.0,4.0,0.0,0.0,0.0,2.0,Female,Finance,Masters,Single,Executive,Yes,Non-Travel,1
54.0,23.0,17044.0,1.0,5.0,3.0,2.0,18.0,6.0,11.0,3.0,Male,Finance,PhD,Married,Engineer,Yes,Non-Travel,1
53.0,6.0,14280.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,Male,HR,Bachelors,Married,Engineer,Yes,Travel_Frequently,0
36.0,22.0,12107.0,46.0,5.0,4.0,3.0,21.0,0.0,13.0,1.0,Female,Support,PhD,Married,Technician,Yes,Travel_Frequently,1
44.0,16.0,8326.0,26.0,4.0,14.0,1.0,7.0,0.0,3.0,4.0,Male,Support,Bachelors,Divorced,Clerk,Yes,Travel_Frequently,1
51.0,11.0,15891.0,34.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,Female,Support,High School,Divorced,Executive,Yes,Travel_Rarely,0
28.0,10.0,13126.0,2.0,3.0,10.0,1.0,7.0,0.0,4.0,3.0,Female,Development,Masters,Divorced,Technician,No,Non-Travel,0
62.0,10.0,11028.0,28.0,4.0,22.0,3.0,10.0,2.0,3.0,3.0,Male,Support,High School,Married,Executive,No,Travel_Frequently,1
64.0,33.0,9721.0,20.0,5.0,2.0,1.0,14.0,10.0,3.0,1.0,Female,HR,High School,Single,Clerk,No,Travel_Frequently,1
29.0,36.0,18689.0,42.0,5.0,10.0,2.0,36.0,25.0,22.0,3.0,Male,Development,Masters,Divorced,Engineer,Yes,Non-Travel,1
38.0,28.0,9123.0,47.0,4.0,2.0,3.0,22.0,20.0,3.0,3.0,Male,Support,Masters,Married,Manager,No,Non-Travel,1
28.0,35.0,7812.0,27.0,1.0,10.0,2.0,27.0,9.0,11.0,2.0,Male,Development,Masters,Divorced,Executive,Yes,Travel_Rarely,1
56.0,26.0,5344.0,28.0,3.0,1.0,3.0,9.0,3.0,8.0,3.0,Male,HR,Bachelors,Single,Engineer,No,Non-Travel,1
45.0,21.0,3208.0,31.0,2.0,21.0,4.0,19.0,4.0,13.0,4.0,Female,Support,High School,Single,Executive,Yes,Travel_Frequently,0
22.0,1.0,3971.0,47.0,4.0,19.0,3.0,0.0,0.0,0.0,1.0,Female,Sales,Bachelors,Married,Executive,No,Travel_Rarely,1
34.0,35.0,3113.0,7.0,2.0,19.0,2.0,29.0,2.0,7.0,3.0,Male,HR,Masters,Single,Executive,Yes,Non-Travel,0
37.0,29.0,2983.0,8.0,5.0,14.0,4.0,0.0,0.0,0.0,4.0,Male,Finance,Bachelors,Married,Clerk,No,Travel_Rarely,0
58.0,6.0,13502.0,32.0,1.0,7.0,4.0,5.0,2.0,5.0,1.0,Female,Finance,Masters,Married,Technician,No,Travel_Frequently,1
63.0,11.0,12963.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,Male,HR,PhD,Married,Executive,No,Travel_Frequently,0
29.0,2.0,12354.0,48.0,2.0,22.0,2.0,0.0,0.0,0.0,2.0,Female,Finance,Masters,Married,Clerk,Yes,Travel_Frequently,1
23.0,16.0,4127.0,26.0,5.0,17.0,1.0,10.0,1.0,9.0,3.0,Male,HR,High School,Single,Manager,Yes,Travel_Frequently,1
34.0,31.0,2560.0,25.0,1.0,21.0,2.0,17.0,17.0,17.0,1.0,Female,Sales,High School,Single,Technician,Yes,Travel_Rarely,0
36.0,7.0,8652.0,7.0,3.0,20.0,3.0,4.0,0.0,3.0,1.0,Female,HR,High School,Single,Clerk,Yes,Travel_Rarely,0
43.0,22.0,12001.0,20.0,5.0,7.0,4.0,3.0,0.0,0.0,1.0,Female,Support,Bachelors,Single,Manager,Yes,Travel_Frequently,1
61.0,37.0,10482.0,41.0,4.0,21.0,1.0,36.0,28.0,34.0,1.0,Male,Support,High School,Married,Technician,No,Travel_Rarely,0
61.0,29.0,14829.0,30.0,4.0,11.0,1.0,4.0,2.0,2.0,2.0,Male,Development,Masters,Married,Clerk,Yes,Travel_Frequently,1
49.0,14.0,3909.0,1.0,4.0,22.0,1.0,7.0,2.0,1.0,1.0,Male,Finance,PhD,Single,Manager,Yes,Travel_Frequently,0
23.0,9.0,17099.0,18.0,3.0,5.0,4.0,6.0,5.0,3.0,1.0,Male,Finance,High School,Divorced,Clerk,Yes,Non-Travel,0
53.0,37.0,9230.0,8.0,5.0,23.0,1.0,1.0,0.0,0.0,2.0,Male,HR,Bachelors,Divorced,Manager,No,Travel_Rarely,1
55.0,14.0,14881.0,29.0,2.0,1.0,4.0,4.0,0.0,3.0,2.0,Female,Finance,PhD,Divorced,Executive,No,Non-Travel,0
28.0,29.0,19812.0,40.0,2.0,11.0,4.0,6.0,4.0,1.0,2.0,Female,Support,High School,Single,Executive,No,Travel_Frequently,1
50.0,25.0,19331.0,22.0,5.0,22.0,1.0,23.0,15.0,17.0,1.0,Female,Sales,High School,Married,Technician,Yes,Non-Travel,1
41.0,13.0,12719.0,32.0,3.0,20.0,4.0,2.0,0.0,2.0,4.0,Female,HR,PhD,Married,Manager,Yes,Travel_Frequently,0
40.0,2.0,3348.0,40.0,5.0,11.0,1.0,0.0,0.0,0.0,4.0,Female,Finance,High School,Divorced,Executive,No,Travel_Frequently,1
32.0,35.0,10572.0,14.0,2.0,12.0,2.0,22.0,19.0,7.0,1.0,Female,Support,Bachelors,Divorced,Technician,Yes,Travel_Frequently,1
44.0,25.0,11896.0,2.0,5.0,8.0,3.0,0.0,0.0,0.0,3.0,Female,Development,Masters,Married,Engineer,Yes,Travel_Rarely,0
28.0,13.0,2309.0,35.0,4.0,14.0,2.0,12.0,12.0,10.0,3.0,Male,Finance,Masters,Divorced,Executive,Yes,Travel_Frequently,0
34.0,30.0,7789.0,7.0,5.0,10.0,3.0,23.0,1.0,11.0,3.0,Female,Sales,PhD,Divorced,Executive,Yes,Travel_Frequently,1
31.0,13.0,11690.0,3.0,1.0,8.0,4.0,4.0,0.0,4.0,2.0,Male,Sales,Masters,Married,Clerk,Yes,Travel_Rarely,1
41.0,39.0,13086.0,15.0,5.0,23.0,4.0,8.0,7.0,4.0,3.0,Female,Finance,High School,Divorced,Engineer,No,Travel_Rarely,0
35.0,9.0,8568.0,43.0,2.0,7.0,1.0,6.0,1.0,2.0,3.0,Female,Finance,High School,Divorced,Manager,No,Travel_Frequently,0
45.0,8.0,15453.0,34.0,2.0,19.0,2.0,6.0,5.0,4.0,2.0,Male,Support,Bachelors,Single,Technician,No,Travel_Rarely,0
64.0,39.0,10852.0,22.0,2.0,23.0,2.0,27.0,5.0,26.0,4.0,Female,Finance,Masters,Divorced,Engineer,Yes,Travel_Frequently,1
64.0,17.0,12264.0,18.0,4.0,17.0,4.0,13.0,11.0,5.0,1.0,Male,Development,PhD,Single,Manager,No,Non-Travel,1
21.0,35.0,18049.0,46.0,2.0,10.0,2.0,22.0,1.0,3.0,4.0,Female,Support,High School,Married,Executive,Yes,Travel_Rarely,1
24.0,35.0,13628.0,18.0,1.0,4.0,3.0,28.0,27.0,16.0,2.0,Male,HR,PhD,Single,Technician,No,Non-Travel,0
62.0,11.0,4142.0,34.0,5.0,3.0,4.0,9.0,6.0,6.0,3.0,Female,Development,High School,Married,Technician,Yes,Travel_Frequently,1
52.0,39.0,16843.0,36.0,3.0,20.0,1.0,29.0,9.0,26.0,3.0,Male,Support,High School,Single,Engineer,Yes,Travel_Rarely,0
26.0,2.0,18175.0,46.0,2.0,4.0,1.0,2.0,1.0,0.0,4.0,Male,Support,Bachelors,Single,Clerk,No,Travel_Rarely,0
25.0,17.0,11797.0,39.0,5.0,20.0,4.0,17.0,13.0,4.0,2.0,Female,Sales,Masters,Single,Manager,No,Travel_Frequently,0
62.0,6.0,15487.0,47.0,4.0,6.0,4.0,6.0,2.0,1.0,2.0,Female,Support,Bachelors,Divorced,Engineer,No,Travel_Rarely,0
34.0,30.0,16825.0,38.0,5.0,16.0,1.0,7.0,1.0,5.0,4.0,Male,Development,Masters,Divorced,Clerk,Yes,Travel_Rarely,1
50.0,30.0,2458.0,18.0,2.0,22.0,2.0,17.0,9.0,11.0,2.0,Male,Development,Masters,Divorced,Clerk,No,Non-Travel,0
49.0,12.0,9580.0,43.0,2.0,0.0,4.0,12.0,7.0,0.0,4.0,Female,HR,PhD,Divorced,Technician,No,Travel_Frequently,0
25.0,28.0,18721.0,40.0,1.0,15.0,4.0,28.0,17.0,1.0,3.0,Male,Support,High School,Single,Manager,No,Travel_Frequently,0
36.0,2.0,17298.0,29.0,5.0,8.0,3.0,1.0,1.0,1.0,3.0,Female,Support,PhD,Divorced,Manager,Yes,Travel_Frequently,1
55.0,28.0,14135.0,12.0,3.0,11.0,1.0,25.0,24.0,4.0,3.0,Male,Support,PhD,Married,Engineer,Yes,Travel_Rarely,0
20.0,34.0,9380.0,18.0,1.0,18.0,4.0,7.0,3.0,4.0,1.0,Female,Support,High School,Single,Executive,Yes,Travel_Rarely,1
22.0,14.0,6020.0,31.0,3.0,10.0,3.0,11.0,7.0,1.0,2.0,Male,Sales,PhD,Single,Engineer,No,Travel_Rarely,0
30.0,20.0,7643.0,15.0,2.0,5.0,4.0,12.0,2.0,2.0,2.0,Male,Sales,PhD,Married,Manager,No,Travel_Frequently,1
64.0,18.0,19326.0,40.0,3.0,3.0,3.0,7.0,1.0,5.0,3.0,Female,Finance,High School,Divorced,Technician,No,Non-Travel,0
63.0,27.0,18729.0,30.0,3.0,15.0,3.0,19.0,5.0,4.0,1.0,Female,Support,High School,Married,Engineer,Yes,Travel_Frequently,1
48.0,3.0,10516.0,36.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,Male,HR,High School,Single,Executive,No,Travel_Frequently,0
33.0,12.0,8610.0,28.0,1.0,7.0,2.0,4.0,1.0,0.0,2.0,Male,Finance,Masters,Single,Engineer,Yes,Non-Travel,0
49.0,14.0,13804.0,15.0,5.0,15.0,1.0,0.0,0.0,0.0,1.0,Male,Support,High School,Single,Clerk,No,Travel_Rarely,1
39.0,38.0,9816.0,43.0,3.0,1.0,3.0,37.0,18.0,13.0,2.0,Male,Sales,High School,Married,Executive,Yes,Travel_Rarely,1
46.0,31.0,13932.0,33.0,1.0,12.0,2.0,6.0,3.0,4.0,2.0,Female,HR,PhD,Divorced,Clerk,Yes,Travel_Frequently,0
39.0,2.0,18642.0,2.0,5.0,18.0,2.0,2.0,2.0,1.0,4.0,Male,Finance,Bachelors,Single,Technician,No,Non-Travel,1
60.0,29.0,19494.0,8.0,3.0,23.0,1.0,3.0,3.0,1.0,2.0,Male,HR,Bachelors,Divorced,Manager,No,Travel_Frequently,1
